count,gazeX,gazeY,pitch,roll,gyroX,gyroY,gyroZ,accelX,accelY,accelZ,eulerX,eulerY,eulerZ,faceX,faceY,leftEyeleft,leftEyetop,leftEyeright,leftEyebottom,rightEyeleft,rightEyetop,rightEyeright,rightEyebottom
632,1025,1304,-10.5775795,4.914823,-0.08873550593852997,-0.11833986639976501,0.008194757625460625,0.67518550157547,9.723150253295898,2.197944164276123,-6.5489235,4.5513287,2.6062725,436.875,686.25,608.25,187.2,471.75,565.5,382.5,184.0,251.25,558.75
633,1025,1304,-11.021464,5.0018196,0.09452406316995621,0.019715676084160805,0.009416487999260426,1.0079896450042725,9.409500122070312,1.9800652265548706,-8.108169,4.931864,2.7968917,442.5,699.375,624.0,188.9,482.25,566.625,393.75,186.0,262.5,566.25
634,1025,1304,-10.87246,4.9708023,0.07741983979940414,0.0013897183816879988,-0.010131199844181538,0.821236252784729,9.565128326416016,1.7238779067993164,-6.5877404,5.0300694,3.4109266,448.125,705.0,628.5,189.6,481.5,564.0,393.75,186.0,262.5,566.25
635,1025,1304,-10.888839,5.0441937,0.11407175660133362,0.030711250379681587,-0.01685071736574173,0.8834874033927917,9.557945251464844,1.6975408792495728,-6.9498267,5.111355,3.3798902,448.125,705.0,628.5,190.1,481.5,565.875,393.75,185.0,262.5,562.5
636,701,199,-10.148198,4.5545244,0.07192204892635345,0.014828753657639027,-0.013796391896903515,1.0103839635849,9.395133972167969,2.2170984745025635,-7.8170013,5.187494,2.7615228,435.0,688.125,604.5,184.7,468.0,556.125,381.75,181.8,255.75,555.75
637,701,199,-10.211887,4.5819325,0.06275907158851624,0.011774427257478237,-0.004022547509521246,0.7685621976852417,9.505270957946777,1.4605076313018799,-6.7612805,5.145174,2.6323888,435.0,686.25,616.5,185.9,474.75,555.375,390.0,182.5,258.75,553.125
638,701,199,-10.2251215,4.6936574,0.08841541409492493,0.037430766969919205,-0.010131199844181538,0.8691217303276062,9.476539611816406,1.8938714265823364,-7.762552,4.8662343,2.6705294,435.0,686.25,612.0,185.7,475.5,559.875,390.0,183.0,258.75,555.0
639,701,199,-10.320811,4.829845,0.09635666012763977,0.022159134969115257,-0.018072448670864105,0.9385557174682617,9.445414543151855,1.922602653503418,-7.3171473,5.020594,2.898995,435.0,686.25,616.5,187.4,474.75,561.0,390.0,184.5,258.75,560.625
640,701,1134,-10.447412,5.1380615,0.005948605481535196,-0.01693623885512352,-0.0070768739096820354,0.8667274713516235,9.385557174682617,0.2729473412036896,-7.459786,4.6158032,2.501498,442.5,701.25,616.5,187.9,474.75,562.875,386.25,185.0,255.0,562.5
641,701,1134,-10.4678545,5.1339417,0.05298522859811783,-0.014492778107523918,-0.020515909418463707,0.7925049662590027,9.51245403289795,1.5706442594528198,-7.5326476,5.0112257,2.8162508,442.5,701.25,620.25,188.9,478.5,566.625,393.75,186.0,262.5,566.25
642,701,1134,-10.369536,5.1185675,0.051152635365724564,0.010552696883678436,-0.02234850451350212,0.9624984860420227,9.459779739379883,1.6233183145523071,-6.4371696,4.971198,2.6570826,448.125,701.25,620.25,188.9,478.5,566.625,393.75,186.0,262.5,566.25
643,701,1134,-10.372326,5.090549,0.03832446411252022,-0.006551529746502638,-0.018072448670864105,0.7948992252349854,9.49329948425293,1.599375605583191,-6.3517375,4.9435716,2.8874464,442.5,701.25,624.0,188.9,482.25,566.625,393.75,184.5,262.5,560.625
644,701,369,-10.337895,4.898039,-0.09484416246414185,-0.0987921804189682,0.027742445468902588,1.2354458570480347,9.462174415588379,2.6121537685394287,-6.421743,4.469739,2.5724504,448.125,701.25,624.0,187.4,482.25,561.0,393.75,184.5,262.5,560.625
645,701,369,-10.43689,4.9288945,-0.045364074409008026,-0.07008150964975357,0.04790099710226059,1.1396747827529907,9.435836791992188,2.628913640975952,-5.8050456,5.455316,2.9640286,448.125,701.25,624.75,188.1,477.75,558.375,393.75,185.0,262.5,562.5
646,701,369,-10.331724,4.940149,0.007781201507896185,0.02704605832695961,0.0014752395218238235,0.8739103078842163,9.553156852722168,1.8028889894485474,-7.176505,5.3637276,2.8119783,442.5,701.25,620.25,186.9,478.5,559.125,393.75,184.0,262.5,558.75
647,701,369,-10.172265,4.8924794,0.06581339985132217,-0.018768835812807083,-0.030289752408862114,0.766167938709259,9.44301986694336,1.0008069276809692,-6.677993,4.776516,2.8630786,442.5,693.75,620.25,187.9,478.5,562.875,393.75,184.5,262.5,560.625
648,593,1729,-11.999782,5.6522384,-0.09850935637950897,-0.06397286057472229,0.03385109826922417,1.35037100315094,9.526819229125977,3.2610023021698,-7.0670447,5.062267,3.1642687,459.375,718.125,638.25,194.2,501.75,591.75,415.5,191.3,289.5,591.375
649,593,1729,-11.804153,5.735046,-0.28543412685394287,-0.19347628951072693,0.04484667256474495,1.0917893648147583,9.601041793823242,2.851581335067749,-6.9576592,4.6818748,3.1563873,459.375,718.125,646.5,196.9,504.75,596.625,419.25,192.8,293.25,597.0
